From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology (biological process)	Gene Ontology IDs	Gene Ontology (molecular function)	Gene Ontology (cellular component)	Pathway	Intramembrane	Subcellular location [CC]	Transmembrane	Topological domain
WP_002901448.1	F2CFY5	unreviewed	F2CFY5_STRSA	Amino acid ABC superfamily ATP binding cassette transporter, membrane protein	HMPREF9391_1562	Streptococcus sanguinis SK408	226	ATP-binding cassette (ABC) transporter complex [GO:0043190]; transmembrane transporter activity [GO:0022857]; nitrogen compound transport [GO:0071705]	nitrogen compound transport [GO:0071705]	GO:0022857; GO:0043190; GO:0071705	transmembrane transporter activity [GO:0022857]	ATP-binding cassette (ABC) transporter complex [GO:0043190]			SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU363032}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU363032}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 16..44; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU363032"; TRANSMEM 65..96; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU363032"; TRANSMEM 130..153; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU363032"; TRANSMEM 160..181; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU363032"; TRANSMEM 187..208; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU363032"	
WP_002901448.1	F0FV23	unreviewed	F0FV23_STRSA	ABC transporter, permease protein	HMPREF9392_2032	Streptococcus sanguinis SK678	226	ATP-binding cassette (ABC) transporter complex [GO:0043190]; transmembrane transporter activity [GO:0022857]; nitrogen compound transport [GO:0071705]	nitrogen compound transport [GO:0071705]	GO:0022857; GO:0043190; GO:0071705	transmembrane transporter activity [GO:0022857]	ATP-binding cassette (ABC) transporter complex [GO:0043190]			SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU363032}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU363032}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 16..44; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU363032"; TRANSMEM 65..96; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU363032"; TRANSMEM 130..153; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU363032"; TRANSMEM 160..181; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU363032"; TRANSMEM 187..208; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU363032"	
WP_002901449.1	A0A428A1T0	unreviewed	A0A428A1T0_STRSA	Inner membrane amino-acid ABC transporter permease protein YecS	yecS_2 D8883_08385	Streptococcus sanguinis	225	ATP-binding cassette (ABC) transporter complex [GO:0043190]; transmembrane transporter activity [GO:0022857]; nitrogen compound transport [GO:0071705]	nitrogen compound transport [GO:0071705]	GO:0022857; GO:0043190; GO:0071705	transmembrane transporter activity [GO:0022857]	ATP-binding cassette (ABC) transporter complex [GO:0043190]			SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU363032}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU363032}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 22..48; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU363032"; TRANSMEM 60..81; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU363032"; TRANSMEM 193..212; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU363032"	
WP_002901449.1	F3UV13	unreviewed	F3UV13_STRSA	Amino acid ABC superfamily ATP binding cassette transporter, membrane protein	HMPREF9380_0356	Streptococcus sanguinis SK49	225	ATP-binding cassette (ABC) transporter complex [GO:0043190]; transmembrane transporter activity [GO:0022857]; nitrogen compound transport [GO:0071705]	nitrogen compound transport [GO:0071705]	GO:0022857; GO:0043190; GO:0071705	transmembrane transporter activity [GO:0022857]	ATP-binding cassette (ABC) transporter complex [GO:0043190]			SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU363032}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU363032}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 22..48; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU363032"; TRANSMEM 60..81; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU363032"; TRANSMEM 193..212; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU363032"	
WP_002901449.1	F0IQ01	unreviewed	F0IQ01_STRSA	ABC superfamily ATP binding cassette transporter, membrane protein	HMPREF9383_2077	Streptococcus sanguinis SK150	225	ATP-binding cassette (ABC) transporter complex [GO:0043190]; transmembrane transporter activity [GO:0022857]; nitrogen compound transport [GO:0071705]	nitrogen compound transport [GO:0071705]	GO:0022857; GO:0043190; GO:0071705	transmembrane transporter activity [GO:0022857]	ATP-binding cassette (ABC) transporter complex [GO:0043190]			SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU363032}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU363032}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 22..48; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU363032"; TRANSMEM 60..81; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU363032"; TRANSMEM 193..212; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU363032"	
WP_002901449.1	F2CFY6	unreviewed	F2CFY6_STRSA	Amino acid ABC superfamily ATP binding cassette transporter, membrane protein	HMPREF9391_1563	Streptococcus sanguinis SK408	225	ATP-binding cassette (ABC) transporter complex [GO:0043190]; transmembrane transporter activity [GO:0022857]; nitrogen compound transport [GO:0071705]	nitrogen compound transport [GO:0071705]	GO:0022857; GO:0043190; GO:0071705	transmembrane transporter activity [GO:0022857]	ATP-binding cassette (ABC) transporter complex [GO:0043190]			SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU363032}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU363032}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 22..48; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU363032"; TRANSMEM 60..81; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU363032"; TRANSMEM 193..212; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU363032"	
WP_002901449.1	F0FV24	unreviewed	F0FV24_STRSA	ABC transporter, permease protein	HMPREF9392_2033	Streptococcus sanguinis SK678	225	ATP-binding cassette (ABC) transporter complex [GO:0043190]; transmembrane transporter activity [GO:0022857]; nitrogen compound transport [GO:0071705]	nitrogen compound transport [GO:0071705]	GO:0022857; GO:0043190; GO:0071705	transmembrane transporter activity [GO:0022857]	ATP-binding cassette (ABC) transporter complex [GO:0043190]			SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU363032}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU363032}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 22..48; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU363032"; TRANSMEM 60..81; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU363032"; TRANSMEM 193..212; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU363032"	
WP_002901450.1	A0A3R9GL38	unreviewed	A0A3R9GL38_STRSA	Glutamine transport ATP-binding protein GlnQ (EC 3.6.3.-)	glnQ_3 D8883_08380	Streptococcus sanguinis	249	ABC-type amino acid transporter activity [GO:0015424]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]		GO:0005524; GO:0015424; GO:0016887	ABC-type amino acid transporter activity [GO:0015424]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]						
WP_002901450.1	F0FV25	unreviewed	F0FV25_STRSA	ABC transporter, ATP-binding protein (EC 3.6.3.-)	glnQ3 HMPREF9392_2034	Streptococcus sanguinis SK678	249	ABC-type amino acid transporter activity [GO:0015424]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]		GO:0005524; GO:0015424; GO:0016887	ABC-type amino acid transporter activity [GO:0015424]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]						
WP_002901450.1	F2BUI3	unreviewed	F2BUI3_STRSA	Glutamine ABC superfamily ATP binding cassette transporter, ABC protein (EC 3.6.3.-)	glnQ3 HMPREF9394_2085	Streptococcus sanguinis SK1057	249	ABC-type amino acid transporter activity [GO:0015424]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]		GO:0005524; GO:0015424; GO:0016887	ABC-type amino acid transporter activity [GO:0015424]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]						
WP_002901451.1	A0A3R9HXX2	unreviewed	A0A3R9HXX2_STRSA	ABC transporter glutamine-binding protein GlnH	glnH D8879_00680 D8883_08375	Streptococcus sanguinis	291										
WP_002901451.1	F2CFY8	unreviewed	F2CFY8_STRSA	Amino acid ABC superfamily ATP binding cassette transporter, binding protein	cjaA HMPREF9391_1565	Streptococcus sanguinis SK408	291										
WP_002901451.1	F0FV26	unreviewed	F0FV26_STRSA	ABC transporter, substrate-binding protein, family 3	cjaA HMPREF9392_2035	Streptococcus sanguinis SK678	291										
WP_002900101.1	F0IVL5	unreviewed	F0IVL5_STRSA	ATP/GTP-binding protein	HMPREF9384_1877	Streptococcus sanguinis SK160	358	catalytic activity [GO:0003824]; metal ion binding [GO:0046872]		GO:0003824; GO:0046872	catalytic activity [GO:0003824]; metal ion binding [GO:0046872]						
WP_002900101.1	F2CBU1	unreviewed	F2CBU1_STRSA	Putative ATP/GTP-binding protein	HMPREF9391_0378	Streptococcus sanguinis SK408	358	catalytic activity [GO:0003824]; metal ion binding [GO:0046872]		GO:0003824; GO:0046872	catalytic activity [GO:0003824]; metal ion binding [GO:0046872]						
WP_002900101.1	F0FU70	unreviewed	F0FU70_STRSA	ATP/GTP-binding protein	HMPREF9392_1499	Streptococcus sanguinis SK678	358	catalytic activity [GO:0003824]; metal ion binding [GO:0046872]		GO:0003824; GO:0046872	catalytic activity [GO:0003824]; metal ion binding [GO:0046872]						
WP_002900102.1	F0IVL4	unreviewed	F0IVL4_STRSA	Sucrose phosphatase-like domain-containing protein	HMPREF9384_1876	Streptococcus sanguinis SK160	260	catalytic activity [GO:0003824]		GO:0003824	catalytic activity [GO:0003824]						
WP_002900102.1	F2CBU2	unreviewed	F2CBU2_STRSA	Sucrose phosphatase-like domain-containing protein	HMPREF9391_0379	Streptococcus sanguinis SK408	260	catalytic activity [GO:0003824]		GO:0003824	catalytic activity [GO:0003824]						
WP_002900102.1	F0FU69	unreviewed	F0FU69_STRSA	Haloacid dehalogenase-like hydrolase	HMPREF9392_1498	Streptococcus sanguinis SK678	260	hydrolase activity [GO:0016787]		GO:0016787	hydrolase activity [GO:0016787]						
WP_002900103.1	F2CBU3	unreviewed	F2CBU3_STRSA	P-type Ca(2+) transporter (EC 7.2.2.10)	HMPREF9391_0380	Streptococcus sanguinis SK408	876	membrane [GO:0016020]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; P-type calcium transporter activity [GO:0005388]		GO:0005388; GO:0005524; GO:0016020; GO:0016887	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; P-type calcium transporter activity [GO:0005388]	membrane [GO:0016020]				TRANSMEM 44..65; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 71..92; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 241..263; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 275..294; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 674..695; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 701..722; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 743..766; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 786..803; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 824..845; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 851..870; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002900103.1	F0FU68	unreviewed	F0FU68_STRSA	P-type Ca(2+) transporter (EC 7.2.2.10)	HMPREF9392_1497	Streptococcus sanguinis SK678	876	membrane [GO:0016020]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; P-type calcium transporter activity [GO:0005388]		GO:0005388; GO:0005524; GO:0016020; GO:0016887	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; P-type calcium transporter activity [GO:0005388]	membrane [GO:0016020]				TRANSMEM 44..65; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 71..92; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 241..263; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 275..294; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 674..695; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 701..722; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 743..766; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 786..803; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 824..845; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 851..870; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002900104.1	A0A2X3VRV7	unreviewed	A0A2X3VRV7_STRSA	General stress protein 16U (Tellurium resistance protein terD,TerD family) (TerD family protein)	yceD_3 yceD_1 D8875_11175 D8883_06210 FKX92_02015 NCTC11085_01412	Streptococcus sanguinis	212										
WP_002900104.1	F2CBU4	unreviewed	F2CBU4_STRSA	TerD family tellurium resistance protein	terD HMPREF9391_0381	Streptococcus sanguinis SK408	212										
WP_002900104.1	F0FU67	unreviewed	F0FU67_STRSA	Bacterial stress protein	terD3 HMPREF9392_1496	Streptococcus sanguinis SK678	212										
WP_002900104.1	F3UAA0	unreviewed	F3UAA0_STRSA	Tellurium resistance protein TerD	terD HMPREF9393_0393	Streptococcus sanguinis SK1056	212										
WP_002900105.1	A0A0B7GR72	unreviewed	A0A0B7GR72_STRSA	Putative bacterial stress protein	SSV_1283	Streptococcus sanguinis	231										
WP_002900105.1	F2CBU5	unreviewed	F2CBU5_STRSA	TerD family tellurium resistance protein	terD2 HMPREF9391_0382	Streptococcus sanguinis SK408	231										
WP_002900105.1	F0FU66	unreviewed	F0FU66_STRSA	Bacterial stress protein	terD2 HMPREF9392_1495	Streptococcus sanguinis SK678	231										
WP_002900106.1	A0A0B7GQS9	unreviewed	A0A0B7GQS9_STRSA	General stress protein 16U (Putative bacterial stress protein) (Stress response protein, TerZ- and CABP1) (TerD family protein)	yceD_1 yceD_3 D8875_11165 D8883_06220 D8889_09265 FKX92_02025 NCTC11085_01410 SSV_1282	Streptococcus sanguinis	199										
WP_002900106.1	F0IVL0	unreviewed	F0IVL0_STRSA	Tellurium resistance protein TerD	terD HMPREF9384_1872	Streptococcus sanguinis SK160	199										
WP_002900106.1	F2CBU6	unreviewed	F2CBU6_STRSA	TerD family tellurium resistance protein	terD3 HMPREF9391_0383	Streptococcus sanguinis SK408	199										
WP_002900106.1	F0FU65	unreviewed	F0FU65_STRSA	Bacterial stress protein	terD HMPREF9392_1494	Streptococcus sanguinis SK678	199										
WP_002900106.1	F3UAA2	unreviewed	F3UAA2_STRSA	Tellurium resistance protein TerD	terD3 HMPREF9393_0395	Streptococcus sanguinis SK1056	199										
WP_002900107.1	A0A0B7GL73	unreviewed	A0A0B7GL73_STRSA	Toxic anion resistance protein (TelA-like protein)	D8883_06225 FKX92_02030 SSV_1281	Streptococcus sanguinis	376										
WP_002900107.1	F2CBU7	unreviewed	F2CBU7_STRSA	Toxic anion resistance protein	HMPREF9391_0384	Streptococcus sanguinis SK408	376										
WP_002900107.1	F0FU64	unreviewed	F0FU64_STRSA	Toxic anion resistance protein TelA	HMPREF9392_1493	Streptococcus sanguinis SK678	376										
WP_002900108.1	F2CBU8	unreviewed	F2CBU8_STRSA	Putative component of 'biosynthetic module' domain-containing protein	HMPREF9391_0385	Streptococcus sanguinis SK408	522										
WP_002900108.1	F0FU63	unreviewed	F0FU63_STRSA	Putative component of 'biosynthetic module' domain-containing protein	HMPREF9392_1492	Streptococcus sanguinis SK678	522										
WP_002900109.1	F2CBU9	unreviewed	F2CBU9_STRSA	Uncharacterized protein	HMPREF9391_0386	Streptococcus sanguinis SK408	363										
WP_002900109.1	F0FU62	unreviewed	F0FU62_STRSA	Uncharacterized protein	HMPREF9392_1491	Streptococcus sanguinis SK678	363										
WP_002913984.1	A0A2X4FKF0	unreviewed	A0A2X4FKF0_STRSA	Permease	D8875_02730 NCTC11085_00398	Streptococcus sanguinis	568	plasma membrane [GO:0005886]		GO:0005886		plasma membrane [GO:0005886]			SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 21..40; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 73..93; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 114..140; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 160..187; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 231..256; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 442..461; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 482..505; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 525..548; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002913984.1	F2CGZ7	unreviewed	F2CGZ7_STRSA	MutG family lantibiotic protection ABC superfamily ATP binding cassette transporter permease subunit	HMPREF9391_1893	Streptococcus sanguinis SK408	568	plasma membrane [GO:0005886]		GO:0005886		plasma membrane [GO:0005886]			SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 21..40; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 73..93; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 114..140; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 160..187; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 231..256; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 442..461; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 482..505; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 525..548; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_023917205.1	A0A2X3XDQ9	unreviewed	A0A2X3XDQ9_STRSA	Antimicrobial peptide ABC transporter ATPase component (EC 3.6.3.-) (Macrolide export ATP-binding/permease protein MacB)	macB_1 D8875_02735 NCTC11085_00397	Streptococcus sanguinis	233	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; transmembrane transporter activity [GO:0022857]		GO:0005524; GO:0016887; GO:0022857	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; transmembrane transporter activity [GO:0022857]						
WP_002900503.1	A0A3R9H4N6	unreviewed	A0A3R9H4N6_STRSA	Glycosyltransferase Gtf1 (EC 2.4.1.-)	gtf1_2 gtf1_1 D8875_06565 D8883_02615	Streptococcus sanguinis	371	glycosyltransferase activity [GO:0016757]		GO:0016757	glycosyltransferase activity [GO:0016757]						
WP_002900503.1	F2CDJ4	unreviewed	F2CDJ4_STRSA	Group 1 glycosyl transferase (EC 2.4.1.52)	HMPREF9391_0860	Streptococcus sanguinis SK408	371	poly(glycerol-phosphate) alpha-glucosyltransferase activity [GO:0047265]		GO:0047265	poly(glycerol-phosphate) alpha-glucosyltransferase activity [GO:0047265]						
WP_002900503.1	F0FR72	unreviewed	F0FR72_STRSA	Glycosyltransferase, group 1 family protein (EC 2.4.-.-)	HMPREF9392_1136	Streptococcus sanguinis SK678	371	glycosyltransferase activity [GO:0016757]		GO:0016757	glycosyltransferase activity [GO:0016757]						
WP_032910412.1	A0A428A6L8	unreviewed	A0A428A6L8_STRSA	Alpha/beta hydrolase family protein	D8879_10880	Streptococcus sanguinis	238	hydrolase activity [GO:0016787]		GO:0016787	hydrolase activity [GO:0016787]						
WP_002900261.1	A0A428A6U4	unreviewed	A0A428A6U4_STRSA	Lipoprotein	D8879_10885	Streptococcus sanguinis	175										
WP_002900261.1	F0IM66	unreviewed	F0IM66_STRSA	Lipoprotein	HMPREF9383_1218	Streptococcus sanguinis SK150	175										
WP_002900261.1	F0FTS5	unreviewed	F0FTS5_STRSA	Lipoprotein	HMPREF9392_1354	Streptococcus sanguinis SK678	175										
WP_002900233.1	F2BRP8	unreviewed	F2BRP8_STRSA	DUF4274 domain-containing protein	HMPREF9394_1187	Streptococcus sanguinis SK1057	157										
WP_002899835.1	F2CCB2	unreviewed	F2CCB2_STRSA	Multidrug ABC superfamily ATP binding cassette transporter, permease protein	cylB HMPREF9391_0140	Streptococcus sanguinis SK408	281	membrane [GO:0016020]; ABC-type transporter activity [GO:0140359]		GO:0016020; GO:0140359	ABC-type transporter activity [GO:0140359]	membrane [GO:0016020]			SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 20..39; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 51..70; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 97..122; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 134..157; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 169..187; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 253..275; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002899835.1	F0FT19	unreviewed	F0FT19_STRSA	ABC-2 type transporter	cylB HMPREF9392_1751	Streptococcus sanguinis SK678	281	membrane [GO:0016020]; ABC-type transporter activity [GO:0140359]		GO:0016020; GO:0140359	ABC-type transporter activity [GO:0140359]	membrane [GO:0016020]			SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 20..39; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 51..70; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 97..122; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 134..157; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 169..187; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 253..275; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002899836.1	A0A414JUZ2	unreviewed	A0A414JUZ2_STRGN	LytTR family transcriptional regulator	lytR DW726_10680 NCTC7870_01633	Streptococcus gordonii	151	DNA binding [GO:0003677]; phosphorelay response regulator activity [GO:0000156]		GO:0000156; GO:0003677	DNA binding [GO:0003677]; phosphorelay response regulator activity [GO:0000156]						
WP_002899836.1	F2CCB3	unreviewed	F2CCB3_STRSA	LytTr family transcriptional regulator	HMPREF9391_0141	Streptococcus sanguinis SK408	151	DNA binding [GO:0003677]; phosphorelay response regulator activity [GO:0000156]		GO:0000156; GO:0003677	DNA binding [GO:0003677]; phosphorelay response regulator activity [GO:0000156]						
WP_002899836.1	F0FT18	unreviewed	F0FT18_STRSA	LytTr DNA-binding domain protein	HMPREF9392_1750	Streptococcus sanguinis SK678	151	DNA binding [GO:0003677]; phosphorelay response regulator activity [GO:0000156]		GO:0000156; GO:0003677	DNA binding [GO:0003677]; phosphorelay response regulator activity [GO:0000156]						
WP_002899837.1	F2CCB4	unreviewed	F2CCB4_STRSA	DUF3021 domain-containing protein	HMPREF9391_0142	Streptococcus sanguinis SK408	138	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]				TRANSMEM 7..29; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 35..56; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 63..86; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 98..115; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002899837.1	F0FT17	unreviewed	F0FT17_STRSA	DUF3021 domain-containing protein	HMPREF9392_1749	Streptococcus sanguinis SK678	138	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]				TRANSMEM 7..29; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 35..56; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 63..86; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 98..115; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002899838.1	F0IWC4	unreviewed	F0IWC4_STRSA	SMI1/KNR4 family protein	HMPREF9384_2136	Streptococcus sanguinis SK160	236										
WP_002899838.1	F2CCB5	unreviewed	F2CCB5_STRSA	SMI1/KNR4 family protein	HMPREF9391_0143	Streptococcus sanguinis SK408	236										
WP_002899838.1	F0FT16	unreviewed	F0FT16_STRSA	SMI1 / KNR4 family protein	HMPREF9392_1748	Streptococcus sanguinis SK678	236										
WP_002899839.1	F2CCB6	unreviewed	F2CCB6_STRSA	Antitoxin YezG	HMPREF9391_0144	Streptococcus sanguinis SK408	173										
WP_002899839.1	F0FT15	unreviewed	F0FT15_STRSA	Antitoxin YezG	HMPREF9392_1747	Streptococcus sanguinis SK678	173										
WP_002899927.1	F0IW12	unreviewed	F0IW12_STRSA	YokE-like PH domain-containing protein	HMPREF9384_2024	Streptococcus sanguinis SK160	133										
WP_002899927.1	F2CBB9	unreviewed	F2CBB9_STRSA	YokE-like PH domain-containing protein	HMPREF9391_0232	Streptococcus sanguinis SK408	133										
WP_002899927.1	F0FSS0	unreviewed	F0FSS0_STRSA	YokE-like PH domain-containing protein	HMPREF9392_1652	Streptococcus sanguinis SK678	133										
WP_002902394.1	A0A0F5MNN6	unreviewed	A0A0F5MNN6_STRGN	Integral membrane protein (MtN3/saliva family protein)	A6J85_05810 NCTC7870_01877 RN86_05115 TZ86_01131	Streptococcus gordonii	87	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]				TRANSMEM 9..29; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 41..59; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 66..84; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
