From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology (biological process)	Gene Ontology IDs	Gene Ontology (molecular function)	Gene Ontology (cellular component)	Pathway	Intramembrane	Subcellular location [CC]	Topological domain	Transmembrane
WP_062199976.1	A0A139MMY3	unreviewed	A0A139MMY3_9STRE	Uncharacterized protein	STRDD04_01049	Streptococcus sp. DD04	681	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]					TRANSMEM 121..138; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 282..305; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 311..332; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 344..364; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 370..394; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"
WP_062199978.1	A0A139MNA4	unreviewed	A0A139MNA4_9STRE	Immunogenic secreted protein	STRDD04_01050	Streptococcus sp. DD04	360										
WP_062199980.1	A0A139MMT4	unreviewed	A0A139MMT4_9STRE	Cell wall surface anchor family protein	STRDD04_01051	Streptococcus sp. DD04	243										
WP_062199985.1	A0A139MMW0	unreviewed	A0A139MMW0_9STRE	DUF3173 domain-containing protein	STRDD04_01053	Streptococcus sp. DD04	62										
WP_062199987.1	A0A139MMR0	unreviewed	A0A139MMR0_9STRE	Integrase	STRDD04_01054	Streptococcus sp. DD04	378	membrane [GO:0016020]; DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]	DNA integration [GO:0015074]; DNA recombination [GO:0006310]	GO:0003677; GO:0006310; GO:0015074; GO:0016020	DNA binding [GO:0003677]	membrane [GO:0016020]					TRANSMEM 193..214; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"
WP_062200286.1	A0A139MKY3	unreviewed	A0A139MKY3_9STRE	Histidine ammonia-lyase (Histidase) (EC 4.3.1.3)	hutH STRDD04_01218	Streptococcus sp. DD04	513	cytoplasm [GO:0005737]; histidine ammonia-lyase activity [GO:0004397]; histidine catabolic process to glutamate and formamide [GO:0019556]; histidine catabolic process to glutamate and formate [GO:0019557]	histidine catabolic process to glutamate and formamide [GO:0019556]; histidine catabolic process to glutamate and formate [GO:0019557]	GO:0004397; GO:0005737; GO:0019556; GO:0019557	histidine ammonia-lyase activity [GO:0004397]	cytoplasm [GO:0005737]	PATHWAY: Amino-acid degradation; L-histidine degradation into L-glutamate; N-formimidoyl-L-glutamate from L-histidine: step 1/3. {ECO:0000256|ARBA:ARBA00005113, ECO:0000256|HAMAP-Rule:MF_00229, ECO:0000256|RuleBase:RU004479}.		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00229, ECO:0000256|RuleBase:RU004480}.		
WP_062200289.1	A0A139ML00	unreviewed	A0A139ML00_9STRE	Putative cationic amino acid transporter protein	STRDD04_01219	Streptococcus sp. DD04	446	membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]		GO:0016020; GO:0022857	transmembrane transporter activity [GO:0022857]	membrane [GO:0016020]			SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		TRANSMEM 20..40; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 52..76; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 88..113; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 133..151; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 163..184; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 204..227; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 239..264; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 276..300; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 333..351; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 357..377; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 389..412; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 418..435; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"
WP_062200292.1	A0A139MKY2	unreviewed	A0A139MKY2_9STRE	HutD	STRDD04_01220	Streptococcus sp. DD04	199										
WP_062200295.1	A0A139ML62	unreviewed	A0A139ML62_9STRE	Formate--tetrahydrofolate ligase (EC 6.3.4.3) (Formyltetrahydrofolate synthetase) (FHS) (FTHFS)	fhs STRDD04_01221	Streptococcus sp. DD04	557	ATP binding [GO:0005524]; formate-tetrahydrofolate ligase activity [GO:0004329]; tetrahydrofolate interconversion [GO:0035999]	tetrahydrofolate interconversion [GO:0035999]	GO:0004329; GO:0005524; GO:0035999	ATP binding [GO:0005524]; formate-tetrahydrofolate ligase activity [GO:0004329]		PATHWAY: One-carbon metabolism; tetrahydrofolate interconversion. {ECO:0000256|ARBA:ARBA00004777, ECO:0000256|HAMAP-Rule:MF_01543}.				
WP_002926667.1	A0A2X3V926	unreviewed	A0A2X3V926_STRSA	Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9, EC 4.3.1.4)	fchA D8875_02510 NCTC11085_01957	Streptococcus sanguinis	208	formimidoyltetrahydrofolate cyclodeaminase activity [GO:0030412]; methenyltetrahydrofolate cyclohydrolase activity [GO:0004477]		GO:0004477; GO:0030412	formimidoyltetrahydrofolate cyclodeaminase activity [GO:0030412]; methenyltetrahydrofolate cyclohydrolase activity [GO:0004477]						
WP_002926667.1	A0A139MKR7	unreviewed	A0A139MKR7_9STRE	Formiminotetrahydrofolate cyclodeaminase (EC 4.3.1.4)	STRDD04_01222	Streptococcus sp. DD04	208	formimidoyltetrahydrofolate cyclodeaminase activity [GO:0030412]		GO:0030412	formimidoyltetrahydrofolate cyclodeaminase activity [GO:0030412]						
WP_002926667.1	A0A0F2CRA4	unreviewed	A0A0F2CRA4_STRCR	Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)	fchA D8790_05930 TW70_00592	Streptococcus cristatus	208	methenyltetrahydrofolate cyclohydrolase activity [GO:0004477]		GO:0004477	methenyltetrahydrofolate cyclohydrolase activity [GO:0004477]						
WP_062200298.1	A0A139MKQ4	unreviewed	A0A139MKQ4_9STRE	glutamate formimidoyltransferase (EC 2.1.2.5)	STRDD04_01223	Streptococcus sp. DD04	299	cytoplasm [GO:0005737]; folic acid binding [GO:0005542]; glutamate formimidoyltransferase activity [GO:0030409]; histidine catabolic process to glutamate and formamide [GO:0019556]; histidine catabolic process to glutamate and formate [GO:0019557]	histidine catabolic process to glutamate and formamide [GO:0019556]; histidine catabolic process to glutamate and formate [GO:0019557]	GO:0005542; GO:0005737; GO:0019556; GO:0019557; GO:0030409	folic acid binding [GO:0005542]; glutamate formimidoyltransferase activity [GO:0030409]	cytoplasm [GO:0005737]	PATHWAY: Amino-acid degradation; L-histidine degradation into L-glutamate; L-glutamate from N-formimidoyl-L-glutamate (transferase route): step 1/1. {ECO:0000256|ARBA:ARBA00005082}.				
WP_062200300.1	A0A139ML85	unreviewed	A0A139ML85_9STRE	Urocanate hydratase (Urocanase) (EC 4.2.1.49) (Imidazolonepropionate hydrolase)	hutU STRDD04_01224	Streptococcus sp. DD04	676	cytoplasm [GO:0005737]; urocanate hydratase activity [GO:0016153]; histidine catabolic process to glutamate and formamide [GO:0019556]; histidine catabolic process to glutamate and formate [GO:0019557]	histidine catabolic process to glutamate and formamide [GO:0019556]; histidine catabolic process to glutamate and formate [GO:0019557]	GO:0005737; GO:0016153; GO:0019556; GO:0019557	urocanate hydratase activity [GO:0016153]	cytoplasm [GO:0005737]	PATHWAY: Amino-acid degradation; L-histidine degradation into L-glutamate; N-formimidoyl-L-glutamate from L-histidine: step 2/3. {ECO:0000256|ARBA:ARBA00004794, ECO:0000256|HAMAP-Rule:MF_00577}.		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00577}.		
WP_062200506.1	A0A139MJX3	unreviewed	A0A139MJX3_9STRE	Uridine phosphorylase (EC 2.4.2.3)	STRDD04_01318	Streptococcus sp. DD04	253	uridine phosphorylase activity [GO:0004850]; nucleoside metabolic process [GO:0009116]	nucleoside metabolic process [GO:0009116]	GO:0004850; GO:0009116	uridine phosphorylase activity [GO:0004850]						
WP_062200509.1	A0A139MKF6	unreviewed	A0A139MKF6_9STRE	Transmembrane component MtsC of energizing module of methionine-regulated ECF transporter	STRDD04_01320	Streptococcus sp. DD04	278	plasma membrane [GO:0005886]		GO:0005886		plasma membrane [GO:0005886]			SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		TRANSMEM 26..56; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 68..88; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 116..137; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 250..268; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"
WP_062200511.1	A0A139MJY1	unreviewed	A0A139MJY1_9STRE	Ribosomal RNA small subunit methyltransferase G (EC 2.1.1.-) (16S rRNA 7-methylguanosine methyltransferase) (16S rRNA m7G methyltransferase)	rsmG STRDD04_01321	Streptococcus sp. DD04	237	cytoplasm [GO:0005737]; rRNA (guanine-N7-)-methyltransferase activity [GO:0070043]		GO:0005737; GO:0070043	rRNA (guanine-N7-)-methyltransferase activity [GO:0070043]	cytoplasm [GO:0005737]			SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00074}.		
WP_062200512.1	A0A139MK45	unreviewed	A0A139MK45_9STRE	Macrolide-efflux protein	STRDD04_01322	Streptococcus sp. DD04	429	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]		GO:0005886; GO:0022857	transmembrane transporter activity [GO:0022857]	plasma membrane [GO:0005886]			SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		TRANSMEM 12..35; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 47..66; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 73..93; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 168..186; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 217..240; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 252..272; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 279..297; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 303..328; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 340..363; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 393..412; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"
WP_062200514.1	A0A139MK03	unreviewed	A0A139MK03_9STRE	Transcriptional regulator, TetR family	STRDD04_01323	Streptococcus sp. DD04	200	DNA binding [GO:0003677]		GO:0003677	DNA binding [GO:0003677]						
WP_037615272.1	A0A0A0DL46	unreviewed	A0A0A0DL46_9STRE	LemA protein	SSIN_0481	Streptococcus sinensis	189	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]			SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single-pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.		
WP_037615272.1	A0A139MKK6	unreviewed	A0A139MKK6_9STRE	LemA protein	STRDD04_01324	Streptococcus sp. DD04	189	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]			SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single-pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.		
WP_062200516.1	A0A139MKB0	unreviewed	A0A139MKB0_9STRE	Dsg protein involved in extracellular polysaccharide synthesis and transport	STRDD04_01328	Streptococcus sp. DD04	410	plasma membrane [GO:0005886]		GO:0005886		plasma membrane [GO:0005886]			SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		TRANSMEM 12..37; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 43..63; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 139..163; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 169..190; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 234..255; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 261..285; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 297..316; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 361..381; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 387..404; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"
WP_062200518.1	A0A139MJV9	unreviewed	A0A139MJV9_9STRE	Uncharacterized protein	STRDD04_01329	Streptococcus sp. DD04	177										
WP_062200519.1	A0A139MJX7	unreviewed	A0A139MJX7_9STRE	Inner membrane protein YqiK	STRDD04_01330	Streptococcus sp. DD04	487	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]					TRANSMEM 6..25; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"
WP_062200520.1	A0A139MKD5	unreviewed	A0A139MKD5_9STRE	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	STRDD04_01331	Streptococcus sp. DD04	474	NADP binding [GO:0050661]; phosphogluconate dehydrogenase (decarboxylating) activity [GO:0004616]; D-gluconate metabolic process [GO:0019521]; organic acid catabolic process [GO:0016054]; pentose-phosphate shunt [GO:0006098]	D-gluconate metabolic process [GO:0019521]; organic acid catabolic process [GO:0016054]; pentose-phosphate shunt [GO:0006098]	GO:0004616; GO:0006098; GO:0016054; GO:0019521; GO:0050661	NADP binding [GO:0050661]; phosphogluconate dehydrogenase (decarboxylating) activity [GO:0004616]		PATHWAY: Carbohydrate degradation; pentose phosphate pathway; D-ribulose 5-phosphate from D-glucose 6-phosphate (oxidative stage): step 3/3. {ECO:0000256|PIRNR:PIRNR000109, ECO:0000256|RuleBase:RU000485}.				
WP_062200522.1	A0A139MJW2	unreviewed	A0A139MJW2_9STRE	DNA-binding response regulator	STRDD04_01332	Streptococcus sp. DD04	229	DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355]	phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355]	GO:0000160; GO:0003677; GO:0006355	DNA binding [GO:0003677]						
WP_062201878.1	A0A139MH90	unreviewed	A0A139MH90_9STRE	DNA mismatch repair enzyme (Putative ATPase)	STRDD04_01959	Streptococcus sp. DD04	775										
WP_062199040.1	A0A139MS55	unreviewed	A0A139MS55_9STRE	SIR2-like domain-containing protein	STRDD04_00487	Streptococcus sp. DD04	632										
WP_037617617.1	A0A0A0DF09	unreviewed	A0A0A0DF09_9STRE	Uncharacterized protein	SSIN_1587	Streptococcus sinensis	260										
WP_037617617.1	A0A139MS36	unreviewed	A0A139MS36_9STRE	Uncharacterized protein	STRDD04_00486	Streptococcus sp. DD04	260										
WP_062199038.1	A0A139MSU4	unreviewed	A0A139MSU4_9STRE	DUF4209 domain-containing protein	STRDD04_00485	Streptococcus sp. DD04	317										
WP_062199026.1	A0A139MSD4	unreviewed	A0A139MSD4_9STRE	Uncharacterized protein	STRDD04_00478	Streptococcus sp. DD04	93										
WP_062198587.1	A0A139MTW7	unreviewed	A0A139MTW7_9STRE	FRG domain-containing protein	STRDD04_00211	Streptococcus sp. DD04	397										
WP_062198585.1	A0A139MUM4	unreviewed	A0A139MUM4_9STRE	GGDEF domain-containing protein	STRDD04_00210	Streptococcus sp. DD04	540										
WP_062198584.1	A0A139MU13	unreviewed	A0A139MU13_9STRE	DUF324 domain-containing protein	STRDD04_00209	Streptococcus sp. DD04	561	defense response to virus [GO:0051607]	defense response to virus [GO:0051607]	GO:0051607							
WP_062198577.1	A0A139MTV9	unreviewed	A0A139MTV9_9STRE	DUF324 domain-containing protein	STRDD04_00205	Streptococcus sp. DD04	594	defense response to virus [GO:0051607]	defense response to virus [GO:0051607]	GO:0051607							
WP_062198579.1	A0A139MTY0	unreviewed	A0A139MTY0_9STRE	Uncharacterized protein	STRDD04_00206	Streptococcus sp. DD04	191										
WP_062198580.1	A0A139MUM9	unreviewed	A0A139MUM9_9STRE	DUF324 domain-containing protein	STRDD04_00207	Streptococcus sp. DD04	459	defense response to virus [GO:0051607]	defense response to virus [GO:0051607]	GO:0051607							
WP_062198582.1	A0A139MU64	unreviewed	A0A139MU64_9STRE	CRISPR type III-B/RAMP module-associated protein Cmr5	STRDD04_00208	Streptococcus sp. DD04	88										
WP_062198323.1	A0A139MVA3	unreviewed	A0A139MVA3_9STRE	Site-specific recombinase, DNA invertase Pin-like protein	STRDD04_00043	Streptococcus sp. DD04	213	DNA binding [GO:0003677]; DNA strand exchange activity [GO:0000150]		GO:0000150; GO:0003677	DNA binding [GO:0003677]; DNA strand exchange activity [GO:0000150]						
WP_062198312.1	A0A139MW35	unreviewed	A0A139MW35_9STRE	Site-specific recombinase	STRDD04_00035	Streptococcus sp. DD04	567	DNA binding [GO:0003677]; DNA strand exchange activity [GO:0000150]		GO:0000150; GO:0003677	DNA binding [GO:0003677]; DNA strand exchange activity [GO:0000150]						
WP_062198314.1	A0A139MVG7	unreviewed	A0A139MVG7_9STRE	Replication-relaxation	STRDD04_00036	Streptococcus sp. DD04	265										
WP_062198316.1	A0A139MVD6	unreviewed	A0A139MVD6_9STRE	Phage protein	STRDD04_00040	Streptococcus sp. DD04	64										
WP_062198318.1	A0A139MVF0	unreviewed	A0A139MVF0_9STRE	Uncharacterized protein	STRDD04_00041	Streptococcus sp. DD04	86										
WP_062198320.1	A0A139MW41	unreviewed	A0A139MW41_9STRE	Uncharacterized protein	STRDD04_00042	Streptococcus sp. DD04	349										
WP_062201677.1	A0A139MI51	unreviewed	A0A139MI51_9STRE	glutamate--cysteine ligase (EC 6.3.2.2)	STRDD04_01802	Streptococcus sp. DD04	420	glutamate-cysteine ligase activity [GO:0004357]; cellular modified amino acid biosynthetic process [GO:0042398]; glutathione biosynthetic process [GO:0006750]	cellular modified amino acid biosynthetic process [GO:0042398]; glutathione biosynthetic process [GO:0006750]	GO:0004357; GO:0006750; GO:0042398	glutamate-cysteine ligase activity [GO:0004357]						
WP_005591286.1	A0A0A0DHW4	unreviewed	A0A0A0DHW4_9STRE	Large ribosomal subunit protein bL17	rplQ SSIN_1648	Streptococcus sinensis	128	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_005591286.1	A0A139MIA8	unreviewed	A0A139MIA8_9STRE	Large ribosomal subunit protein bL17	rplQ STRDD04_01803	Streptococcus sp. DD04	128	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_005591286.1	A0A0F2CRH4	unreviewed	A0A0F2CRH4_STRCR	Large ribosomal subunit protein bL17	rplQ D8790_08485 D8791_07915 D8792_08260 D8794_09340 D8797_07955 D8798_08745 D8872_06995 FXF62_08800 SCRDD08_02018 SOL01_13590 TW70_00682	Streptococcus cristatus	128	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_005591286.1	E8JVU2	unreviewed	E8JVU2_STRCR	Large ribosomal subunit protein bL17	rplQ HMPREF9422_1322	Streptococcus cristatus ATCC 51100	128	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_037617749.1	A0A0A0DFA9	unreviewed	A0A0A0DFA9_9STRE	DNA-directed RNA polymerase subunit alpha (RNAP subunit alpha) (EC 2.7.7.6) (RNA polymerase subunit alpha) (Transcriptase subunit alpha)	rpoA SSIN_1649	Streptococcus sinensis	312	cytoplasm [GO:0005737]; DNA-directed RNA polymerase complex [GO:0000428]; DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; protein dimerization activity [GO:0046983]; DNA-templated transcription [GO:0006351]	DNA-templated transcription [GO:0006351]	GO:0000428; GO:0003677; GO:0003899; GO:0005737; GO:0006351; GO:0046983	DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; protein dimerization activity [GO:0046983]	cytoplasm [GO:0005737]; DNA-directed RNA polymerase complex [GO:0000428]					
WP_037617749.1	A0A139MHR5	unreviewed	A0A139MHR5_9STRE	DNA-directed RNA polymerase subunit alpha (RNAP subunit alpha) (EC 2.7.7.6) (RNA polymerase subunit alpha) (Transcriptase subunit alpha)	rpoA STRDD04_01804	Streptococcus sp. DD04	312	cytoplasm [GO:0005737]; DNA-directed RNA polymerase complex [GO:0000428]; DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; protein dimerization activity [GO:0046983]; DNA-templated transcription [GO:0006351]	DNA-templated transcription [GO:0006351]	GO:0000428; GO:0003677; GO:0003899; GO:0005737; GO:0006351; GO:0046983	DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; protein dimerization activity [GO:0046983]	cytoplasm [GO:0005737]; DNA-directed RNA polymerase complex [GO:0000428]					
